101	19	0.11033416008411291
101	85	0.12348354136899144
102	31	0.1524721159215024
102	37	0.1143706846068992
103	4	0.12319307986569791
103	101	0.016833340213562337
104	88	0.12696021344642985
104	103	0.01091957519293607
105	6	0.15008963328086797
105	102	0.020319877947665738
106	104	0.0072916000838056435
106	105	0.0028429771949261915
107	28	0.061868664206536104
107	82	0.06362671227959335
108	9	0.06329092390436511
108	60	0.058901942674234625
109	71	0.11161818398649645
109	107	0.02213346726845733
110	3	0.0774638022650023
110	7	0.061902115832751986
111	79	0.07556098103308517
111	109	0.006836641159781401
112	23	0.06296192433835922
112	97	0.08763252744499613
113	11	0.09830343153820159
113	99	0.11966222235876009
114	50	0.08351877574015075
114	61	0.07764370774729971
115	26	0.10153473336164054
115	83	0.06887477786689314
116	15	0.0758336350686763
116	70	0.07608182067769095
117	65	0.09276100903760028
117	73	0.11265510721074846
118	44	0.0898829290816576
118	115	0.007210862199716242
119	72	0.06724052076453103
119	116	0.008386956117899608
120	62	0.06876092127485242
120	66	0.0785310206009732
121	43	0.10231165108559429
121	91	0.09914145327371879
122	112	0.025638614811542493
122	118	0.007964423497572443
123	111	0.027389376781617188
123	119	0.006254942901341876
124	21	0.06899053280493175
124	41	0.07169638925583444
125	17	0.07931964948766469
125	18	0.10826291326002356
126	1	0.12588048080925066
126	64	0.08085663940210999
127	8	0.0908581537593571
127	120	0.009868398420299435
128	98	0.07615817510744785
128	108	0.04273218156362216
129	86	0.13213415856765426
129	117	0.01879054420645404
130	69	0.10864494787777842
130	121	0.00958490681178567
131	49	0.09854296480398633
131	127	0.005486097283199931
132	33	0.09388339429010824
132	36	0.10096469025414538
133	48	0.08473127076578199
133	80	0.10153028801889435
134	14	0.0798696937557159
134	128	0.0061606893354333725
135	27	0.0789515950090819
135	87	0.12184100736872523
136	10	0.07860792654798598
136	113	0.023109378603929462
137	12	0.11890733530063491
137	133	0.002955280287211856
138	93	0.09233590146339084
138	122	0.01099137726844536
139	20	0.07935931307793923
139	77	0.07585865257595772
140	56	0.10949840681884335
140	130	0.00443818499093207
141	75	0.08557877909625108
141	132	0.006561247323828179
142	63	0.11830979208672272
142	134	0.0037179489965005474
143	110	0.04621790741767315
143	131	0.0063332814858935715
144	58	0.12406244370721745
144	129	0.008533329080100932
145	25	0.13338011889035667
145	96	0.1823398282694848
146	34	0.09940632711049074
146	124	0.01750252361606143
147	142	0.003984620108157167
147	146	0.0021353435642338225
148	16	0.12642562391535214
148	22	0.08889802205558578
149	123	0.022981431122027735
149	138	0.004517124029887711
150	143	0.00665968209340374
150	147	0.002340947447547391
151	89	0.10777169164189784
151	90	0.0857553889393439
152	53	0.0944101726088423
152	68	0.11628995949155402
153	29	0.10440227711647808
153	38	0.09374831733530527
154	140	0.008962773947783649
154	144	0.005052252472295614
155	30	0.06434112581812178
155	55	0.0717222823721028
156	54	0.11934589183128015
156	92	0.1039037779177291
157	51	0.13420040190366106
157	136	0.006486520157105102
158	52	0.0918940372579502
158	135	0.014116530773753896
159	148	0.007289774603698807
159	153	0.00393875908190224
160	141	0.012802324042113367
160	150	0.00598005603549563
161	151	0.009322174863689999
161	160	0.0015799779599559877
162	158	0.005697204400259729
162	159	0.00507723417305599
163	95	0.09605147242633569
163	139	0.00830784065160356
164	81	0.08585360113641724
164	137	0.009919186181944706
165	42	0.10569317952783822
165	76	0.12218000409171265
166	100	0.08281737479859694
166	165	0.0013966278434109775
167	5	0.09262038600019609
167	126	0.01471118599451987
168	2	0.08162563553340862
168	35	0.11982746882590445
169	106	0.16595053695887
169	154	0.00824912040572709
170	74	0.11773458941403224
170	157	0.00866897729666792
171	152	0.014106250884600859
171	163	0.005130869326759761
172	46	0.07298126437203385
172	57	0.08421820722638095
173	166	0.005539804076218125
173	172	0.000652402000400106
174	67	0.09545796524108321
174	114	0.03565167808784678
175	45	0.09496158547781469
175	173	0.004402681364985839
176	174	0.0036610121373969852
176	175	0.001901652988098408
177	145	0.01858450508323827
177	156	0.010312456607646812
178	13	0.1120897417751777
178	94	0.09464737843618294
179	32	0.0975686560848745
179	59	0.09595842449636724
180	40	0.08497318229895426
180	176	0.005025372852961188
181	162	0.006765674953329112
181	170	0.0075641219423115665
182	169	0.008670606204833318
182	177	0.006158437305734694
183	167	0.014418467190338104
183	168	0.015304121977429412
184	149	0.01917263015888169
184	161	0.01094656658298588
185	24	0.111093936134766
185	78	0.08507515237249953
186	39	0.09388969676449294
186	125	0.02764266783260083
187	180	0.006156404865622675
187	183	0.004176839024733994
188	179	0.009785840559137449
188	186	0.00433238929555213
189	47	0.1297307809403897
189	84	0.11531545419831571
190	184	0.006245015529429315
190	185	0.0076226637994387504
191	178	0.010841944101149678
191	189	0.0025332210243456943
192	155	0.02393892932149639
192	164	0.019447794588675342
193	181	0.009202548135801953
193	192	0.0027419593774080844
194	171	0.01676938095999836
194	182	0.009716490489803515
195	187	0.007053247373674156
195	188	0.0046996887640405015
196	190	0.00445246517999431
196	195	0.0014590280584069089
197	191	0.004602303750606317
197	193	0.0025258284736341032
198	197	0.0007310864789955218
198	194	0.0020129557802308655
198	196	0.0009447133052931777
