62	1	0.10919428793028721
62	2	0.1310479731733467
63	3	0.13979904395043394
63	62	0.01396946210609365
64	9	0.08075960425963968
64	59	0.08007485065287714
65	30	0.02977342097673524
65	60	0.02069764228033071
66	16	0.049226110363391654
66	33	0.03085464333781965
67	23	0.018035616370071283
67	25	0.018976496685110415
68	29	0.020134462530790525
68	67	0.0024092790573655987
69	35	0.045449839527901444
69	65	0.017134278910860327
70	28	0.0301288331617977
70	68	0.00923859617871374
71	10	0.06956510767160162
71	57	0.05694902422611037
72	50	0.08708575960666903
72	64	0.025632948334111574
73	27	0.05985903151637505
73	40	0.08886236821444594
74	5	0.0887717992039174
74	73	0.006113799719366569
75	34	0.04102236819006379
75	46	0.037039542980864884
76	17	0.036457866008673546
76	18	0.03420162255121879
77	71	0.019959489324605395
77	72	0.020333242842285583
78	13	0.07118963034836771
78	51	0.08022355942283015
79	77	0.012656069746202668
79	78	0.007237941020957504
80	22	0.08585261218527394
80	69	0.0300625964284542
81	14	0.060245100100942126
81	55	0.03733228886271871
82	37	0.04542638342478518
82	75	0.01648478750388238
83	44	0.05321874778635688
83	80	0.006421225295742711
84	74	0.02310237611854791
84	79	0.007716516882797994
85	26	0.0765013388851503
85	49	0.07154711333557649
86	4	0.06314651028648337
86	8	0.06942414920207653
87	21	0.05354532932368776
87	70	0.030404872560565274
88	11	0.0678408836004731
88	86	0.0038280262245605212
89	52	0.06062491456721064
89	66	0.04771963455795761
90	20	0.086604681326792
90	54	0.052695453262710024
91	7	0.08211878575033646
91	89	0.0016631792563930187
92	15	0.06710149614795563
92	48	0.0997894863554091
93	39	0.1312852245962315
93	63	0.17069997055854647
94	88	0.01084519364376154
94	91	0.009868971901325949
95	81	0.015419506338000828
95	83	0.004411415600088002
96	24	0.08669769410329746
96	95	0.004097645735195152
97	90	0.013578816238889348
97	94	0.006073354016830698
98	87	0.01668551664493605
98	97	0.002904879132318315
99	56	0.0784478261656617
99	98	0.004818256228349069
100	84	0.0211134191003433
100	93	0.012681163672200468
101	85	0.029265640690060355
101	96	0.008004085083829268
102	45	0.07304551914358574
102	92	0.011745867128285042
103	36	0.11011979867653657
103	82	0.021104965791834907
104	43	0.06959254512706832
104	53	0.0919148572955427
105	31	0.08396005951379543
105	32	0.062069550176648725
106	6	0.07020209454912517
106	19	0.09197825538358008
107	38	0.06293955639540473
107	47	0.06492047052249568
108	42	0.08907434937622943
108	106	0.0027829857516306067
109	61	0.06423713338380439
109	104	0.006758828931135039
110	105	0.00972977907439129
110	109	0.005159184586443179
111	99	0.014138874038552532
111	100	0.011115469233023832
112	101	0.007919292127638632
112	111	0.002800530875337057
113	103	0.010229323786328657
113	112	0.004931125153121841
114	108	0.015239813125630879
114	110	0.006021122271408143
115	107	0.00893451045478283
115	114	0.0025371416313544424
116	58	0.10571084927421559
116	115	0.005809170914209724
117	12	0.096835353332766
117	113	0.006666060251310391
118	116	0.011127899772332561
118	117	0.004209596301044985
119	41	0.0694996357605884
119	76	0.03615312332420298
120	119	0.001082757921591104
120	102	0.008843217852298546
120	118	0.010874418358783536
