1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61
0.0037131112239580473	0.02615820400181994	0.0	0.0	0.001020548398186714	0.022964594745359453	0.0	0.02549058537099163	0.055817025655712116	0.0	0.01925009029927123	0.0	0.02311803893663658	0.0	0.0	0.0407866819940345	0.04035835811249662	0.0	0.0	0.0	0.004959316558117125	0.0	0.0	0.0	0.03731833946324541	0.0760030397708035	0.05083851305170206	0.040467132513498566	0.0	0.0	0.0	0.0012818028647459628	0.03763190076678869	0.06978384442600655	0.030582533024760317	0.0011440097275238425	0.03855764651843485	0.0	0.021016288713892987	0.007784620880274577	0.010736441229789137	0.0	0.07603185976665029	0.0	0.00476634020251168	0.0	0.00010352883850886667	0.019337219870750478	0.08082291833045567	0.0	0.0	0.023980766865432858	0.009706502642299998	0.005584382498922812	0.06797410193438343	0.0	0.0	0.0	0.0	0.023387468071727913	0.001522242730305452	
0.04875148971642429	0.002396372032113863	0.03066497519370708	0.0	0.0	0.009278564869949435	0.0	0.018869196117641197	0.0	0.0	0.017972326153726157	0.0	0.005557206064369639	0.0	0.0	0.0	0.040868379563708424	0.0	0.009549140969673369	0.003442525981629479	0.0	0.0	0.0	0.02301718764168497	0.021000317359623575	0.02731608956890753	0.0	0.06688168923298973	0.03518239779846866	0.013626215798005112	0.0	0.04937296568940334	0.0	0.033855946667499796	0.0006449718692642552	0.0	0.010539085192997174	0.032887949719292514	0.0	0.05990710220179697	0.01821351860975959	0.044539906769800096	0.0	0.027528744276083855	0.01216804746715715	0.0	0.05181735398031683	0.01424178805279833	0.0724154392137403	0.07434189506723458	0.0	0.001372917193381962	0.0011823508511651652	0.0	0.002611871465245115	0.06876704394336577	0.023421004825245346	0.0	0.00864891939485385	0.017147103486975342	0.0	
0.11210370081582806	0.0	0.03652290780712774	0.0	0.0	0.03749963125622146	0.0	0.020548038749464297	0.0	0.025378988862002974	0.0	0.0	0.0	0.03157878337863519	0.0	0.02183059477105043	0.015303037151740966	0.0	0.0	0.05801085305932339	0.0	0.010670334481716112	0.0	0.0	0.014423360220432424	0.0	0.055362362769363196	0.13649425335781	0.04453556531485369	0.014006067800883166	0.05865408707373978	0.0	0.0	0.0	0.0	0.06752382109022431	0.0	0.0	0.0	0.0	0.0501693854562845	0.0	0.04413163230468884	0.0	0.0	0.027840109228130076	0.0	0.0	0.004031001743552362	0.0	0.0	0.0	0.0	0.0	0.02276195662715053	0.0	0.0491213886318059	0.007471672895666798	0.034026465152303335	0.0	0.0	
0.004555441631228934	0.004527309090194061	0.0	0.0646383484580368	0.01933411577880666	0.0	0.05300430883884171	0.01426270656153258	0.03804288093425105	0.0	0.039022275309296785	0.0	0.0	0.0	0.0	0.04583797024006951	0.0	0.0	0.0	0.005540248691327325	0.0	0.02933805181708065	0.0	0.006333839733589452	0.01438984784968148	0.03886451645804693	0.0	0.02768790975834709	0.02957258160420813	0.0	0.065680242666354	0.0614110431612491	0.0	0.06190944016530322	0.030035735165132867	0.02761533883193292	0.04353140976184887	0.0	0.0	0.002614188799715963	0.010819743429459305	0.06165011856664677	0.0	0.021045373192558867	0.031767011544832906	0.0	0.0	0.0	0.05169681343890553	0.0	0.0	0.03562321299199738	0.006716519127881641	0.0	0.0	0.0260175344327881	0.00916017307177205	0.0	0.01775374889708141	0.0	0.0	
0.004028112085441585	0.001846427029116044	0.012620373767989787	0.0	0.0	0.07838846440574632	0.07377454134808997	0.013699659309169056	0.015449444247914874	0.0	0.0	0.0	0.013944553942133887	0.07059120006430623	0.0	0.008027672077247361	0.09903981718943067	0.02135540386450621	0.0	0.0	0.0	0.004348085501092838	0.0	0.0	0.08318793683564348	0.0	0.0	0.0	0.09381148735917035	0.0	0.0	0.0	0.0	0.015405006991389476	0.007794043179535941	0.0	0.0	0.03213269084244571	0.0	0.04076566427542718	0.037250742363992305	0.0	0.009777270850510939	0.0893523798147548	0.04384873744089961	0.012712780807094674	0.0	0.0	0.0	0.021569570779870532	0.021437125222755708	0.034890510992223865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03895029741210068	0.0	
0.0	0.06083552629125077	0.0	0.0	0.0	0.022722175964337742	0.0	0.037254947008816305	0.0	0.0	0.09301860847224452	0.0	0.0	0.01545368456493866	0.0	0.0	0.0	0.0	0.022530237839622477	0.04157812213346613	0.0	0.0	0.0	0.020757261792371497	0.0	0.013734254480917871	0.0	0.019315182436553405	0.0	0.015909502759204594	0.0	0.08445370403921401	0.0	0.05220452302725761	0.0	0.06278847871333805	0.03179107854739013	0.0597002848157254	0.0010842648169886821	0.0	0.05960334017434124	0.041184973085061	0.0	0.014101953093126614	0.0	0.02859864555152057	0.0	0.009665383200700583	0.0	0.0	0.025999748393006755	0.03170216148714235	0.04453236602234303	0.01947220324578264	0.03744961154200298	0.0	0.011962833735826659	0.0	0.0026414904182765733	0.0	0.017953452347230968	
0.0	0.0	0.0	0.022019801141534335	0.08993288792395492	0.0	0.00617823563082272	0.034548675944996	0.07062239920911492	0.0	0.018327197399827966	0.0	0.0	0.057545478007983604	0.0	0.07457905827015869	0.0	0.044437349670555966	0.06152720048486383	0.0	0.007494658329515913	0.09992160659052399	0.03093848100345921	0.04443161873155966	0.005707248061547997	0.0	0.03960148423516731	0.0	0.005764110026478155	0.03927091956099833	0.002654867163038643	0.0	0.0	0.0	0.0	0.031492821654055765	0.01859688062305708	0.0	0.0	0.0	0.0008436849404501721	0.0	0.0	0.0043049235976712055	0.0	0.0	0.0	0.06904098211517568	0.0048179631336497455	0.004655379789002084	0.017174544312085666	0.0	0.0	0.0	0.0	0.0	0.0353024186693712	0.0	0.04964441743228636	0.00788111371945804	0.0007415926276349888	
0.026381344282821732	0.0	0.0	0.021567965660988675	0.015439280882589654	0.0	0.04092880065590547	0.011882162921480456	0.0	0.021200176861580235	0.010061175012279187	0.0	0.031897344304273795	0.0	0.01715423781147633	0.0	0.03254888876936411	0.0	0.0	0.004041626981563463	0.0	0.0	0.031365237349715906	0.08010849490468702	0.005449235074815283	0.0	0.0	0.0	0.019269199873431182	0.008556001111516756	0.0	0.058898891877738	0.007070980324658276	0.0	0.0	0.005600737772291564	0.0	0.01871663941548698	0.027682448199968446	0.0	0.04462512379979388	0.02708251596525452	0.031106406894599342	0.06529369474134485	0.02408065031292449	0.03084644348908739	0.03589573681499903	0.0	0.015001059180019153	0.019534625695809674	0.0	0.04268307319414518	0.041081378841643895	0.0	0.0	0.0	0.050843853111124715	0.0	0.031718948952564434	0.044385618958057066	0.0	
0.0	0.024415571496131987	0.08718275440975677	0.0	0.06154594468186296	0.01757870059301435	0.0	0.0	0.01439259875635623	0.0	0.0	0.0	0.031106528852440783	0.04077126559150266	0.052364583436931546	0.042710239235030034	0.0	0.0	0.0	0.0	0.0	0.12160551368836128	0.02781517833261248	0.0	0.0	0.07640677846426995	0.03809697434135068	0.0	0.039689781165195295	0.0183390323053521	0.0	0.01009278611824026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006704676999255213	0.0	0.0	0.010832986668725354	0.0	0.0	0.0	0.023468342126692857	0.0	0.07145994584777372	0.0	0.06914036430979838	0.011513842154752823	0.0	0.03524342767631712	0.004482322922407382	0.0	0.0	0.0	0.05447057677038628	0.0	0.008569283055481713	
0.0	0.0	0.0	0.0	0.0	0.0	0.017104128924575874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044899164926700076	0.0019273511129369236	0.07750057344713202	0.0	0.015657867322027175	0.077756605781738	0.0	0.02359824634414773	0.01559225114044392	0.0008274473785200953	0.0	0.06215985894566155	0.026264750047031344	0.04928068048192675	0.0	0.0631056109838703	0.0050931462695005016	0.04613809465962408	0.03954161142591285	0.0	0.0	0.0	0.0	0.059275447705452816	0.0	0.0	0.021882293552875	0.024855384604558065	0.0	0.009225036901960273	0.0	0.03326111683207932	0.0049115352897435	0.01985283969619374	0.0579545672330073	0.04132749385382894	0.0	0.0	0.0	0.045084335901453956	0.0	0.0	0.0	0.02595400247079199	0.014935399381170056	0.025344331245124113	0.04968882614001177	
0.0	0.08883578208935251	0.0	0.0	0.0	0.005962899965326503	0.0	0.03702867404250785	0.0657936419507462	0.09121914945728578	0.0	0.05630169786147026	0.052211647988540964	0.0	0.0	0.0	0.0	0.011505318485343604	0.0	0.0	0.019605950065788882	0.04199257373845517	0.0	0.0	0.0	0.002681929037610412	0.0	0.0	0.0	0.0	0.0	0.1381785896914139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021477013983518555	0.09500661063117864	0.024462978263535183	0.0	0.0	0.013582100557970449	0.008969622657406659	0.0	0.04651540027244788	0.04263358679590372	0.03535715649131456	0.0	0.0	0.0	0.0	0.0	0.0	0.04085096591168945	0.008160564471173639	0.0	0.060265442945644516	0.010730015229541444	
0.0	0.05478849258906012	0.0	0.0	0.0	0.0	0.0	0.007591172932470953	0.014708280662227591	0.0	0.051640063446133866	0.0	0.0	0.05928751637886766	0.05081928079798694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07050536734581588	0.02594575043944642	0.018664508798223046	0.016947639421322665	0.03426783280946485	0.028640004101425733	0.03841799776849245	0.04393209717151282	0.05013485179017246	0.03373249148475606	0.04260316998079645	0.0	0.0	0.04522655340027814	0.03062267033463998	0.0	0.0	0.0	0.03286253820501148	0.0	0.0	0.10999217805260982	0.0	0.0	0.06414742120733306	0.023428050496162166	0.0	0.013664341211107867	0.022903166829686718	0.014526562344994791	0.0	0.0	0.0	0.0	
0.05115353338912561	0.0	0.054497481515105375	0.06242380726708433	0.029479818727458862	0.0	0.0	0.09669698004046146	0.0	0.056028236387340655	0.013355856778381135	0.007437118797469433	0.030758902735722973	0.0	0.042953389367121037	0.0	0.0	0.0	0.014645102195876784	0.0	0.0	0.07821368469616079	0.0	0.0	0.00591548894625429	0.0	0.0	0.01579311895385035	0.01768242011460466	0.04633729901483635	0.0	0.0	0.0	0.01520189721034953	0.0	0.049042253561396285	0.0	0.08279617802596594	0.0	0.01837251218302967	0.0	0.0	0.0	0.0	0.0	0.0	0.033237427400137146	0.0	0.03504564629055775	0.02453351528354413	0.0	0.004639455899008636	0.0	0.045680291995337935	0.02274735750603359	0.0	0.0	0.0	0.0	0.0	0.04533122571778539	
0.0	0.0	0.006466107756612661	0.00260549522487231	0.0	0.01723182180858843	0.011877102084243122	0.0	0.058858023708521646	0.043690787905807583	0.0	0.03818431133244027	0.0	0.031428592782449916	0.04400748136782531	0.02137887211398025	0.0	0.0014229705791237207	0.00485620511013515	0.0036850657906443572	0.034807985985149205	0.0	0.014189583469945664	0.0	0.00363723551986692	0.0	0.06106423520622476	0.0	0.0	0.017781109864687117	0.06740949488771597	0.0	0.0	0.03624921523690283	0.0	0.004197645659547804	0.0	0.0	0.0	0.02435730874163909	0.03744475329308073	0.029736982499300083	0.013189272790012878	0.0	0.016184451676377797	0.0	0.016871806189472264	0.0473359733173212	0.0056693524888885545	0.07044103221386239	0.03454607901434217	0.0	0.04415082952584374	0.08052526055387865	0.0	0.0215179227311261	0.0	0.0016342156744001781	0.019598627583233517	0.007869628091795838	0.003897160220139913	
